Year_Birth,Education,Marital_Status,Income,Kidhome,Teenhome,Dt_Customer,Recency,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,Response,Complain
1980,Graduation,Married,34968.0,1,0,3376,11,158,6,45,8,2,2,7,3,2,5,7,0,0
1967,PhD,Married,56320.0,0,1,3437,11,201,53,172,116,77,83,3,5,4,9,4,0,0
1969,Master,Married,70091.0,1,0,3563,11,964,34,137,15,0,11,2,5,2,10,8,0,0
1956,Graduation,Together,46097.0,0,1,3563,11,72,24,68,65,4,8,5,3,1,6,4,0,0
1963,PhD,Divorced,41003.0,0,0,3577,11,123,133,142,71,44,88,1,6,2,8,6,0,0
1959,Graduation,Together,44911.0,0,1,3579,11,159,0,22,2,1,31,3,4,1,4,7,0,0
1975,Graduation,Single,33249.0,1,0,3602,11,6,10,21,19,14,42,2,2,1,3,6,0,0
1975,Graduation,Single,33249.0,1,0,3602,11,6,10,21,19,14,42,2,2,1,3,6,0,0
1950,PhD,Divorced,42873.0,1,1,3632,11,209,0,40,3,2,15,4,6,1,4,8,0,0
1969,PhD,Married,51039.0,1,1,3733,11,100,64,79,65,0,109,2,6,2,4,7,0,0
1958,PhD,Together,78952.0,0,1,3751,11,1170,19,594,99,76,134,2,2,5,12,6,0,0
1966,Master,Divorced,29435.0,1,1,3859,11,70,3,37,4,2,64,4,3,2,2,9,1,0
1954,Graduation,Divorced,79865.0,0,1,3119,12,71,99,278,185,121,38,1,5,10,5,1,0,0
1988,Graduation,Single,34176.0,1,0,2949,12,5,7,24,19,14,20,4,3,0,4,6,0,0
1988,Graduation,Single,34176.0,1,0,2949,12,5,7,24,19,14,20,4,3,0,4,6,0,0
1970,PhD,Together,65968.0,0,1,2949,12,376,9,83,19,4,4,2,5,4,7,3,0,0
1956,Master,Single,86424.0,0,0,3164,12,387,68,569,89,45,68,1,6,9,12,1,0,0
1966,Graduation,Divorced,67272.0,0,1,3298,12,357,35,271,28,28,14,3,6,2,12,5,0,0
1957,Graduation,Single,78499.0,0,0,3326,12,912,72,170,47,36,97,1,11,3,4,4,1,0
1972,Graduation,Together,77044.0,0,1,3353,12,625,38,242,50,34,76,2,7,11,11,4,0,0
1993,Graduation,Single,70515.0,0,0,3359,12,420,0,452,182,64,140,1,6,6,4,2,1,0
1975,Master,Together,17459.0,1,0,3391,12,6,4,16,3,10,30,3,3,1,2,7,1,0
1970,PhD,Married,80336.0,0,0,3401,12,209,19,456,160,142,66,1,2,9,13,1,0,0
1956,Graduation,Married,15759.0,0,0,3524,12,1,2,5,6,0,3,1,1,0,2,7,0,0
1976,2n Cycle,Together,26326.0,0,0,3554,12,1,0,5,0,3,9,1,0,0,3,3,0,1
1976,Graduation,Together,62061.0,0,1,3410,12,641,7,84,0,30,38,3,10,4,7,6,0,0
1976,Graduation,Married,5305.0,0,1,3442,12,12,4,7,1,3,5,0,1,0,0,13,0,0
1982,Master,Single,75777.0,0,0,3556,12,712,26,538,69,13,80,1,3,6,11,1,1,0
1982,Master,Single,75777.0,0,0,3556,12,712,26,538,69,13,80,1,3,6,11,1,1,0
1971,Master,Together,71499.0,0,1,3477,12,465,25,132,136,0,37,2,8,3,13,4,0,0
1978,PhD,Single,31626.0,1,0,3375,12,39,1,9,2,1,34,1,2,1,2,7,1,0
1992,Master,Together,42670.0,0,0,3536,12,154,2,46,20,4,15,1,4,2,4,4,0,0
1973,Graduation,Single,83917.0,0,0,3545,12,514,22,732,42,198,79,1,6,7,7,3,1,0
1969,Master,Together,41021.0,1,0,3654,12,14,7,9,6,16,12,2,2,0,3,6,1,0
1956,Graduation,Married,79456.0,0,0,3784,12,565,42,548,64,83,99,1,5,6,4,3,1,0
1980,Master,Divorced,78789.0,0,0,3798,12,667,50,850,21,83,83,1,4,6,5,2,1,0
1952,PhD,Married,50870.0,0,1,3118,13,53,0,8,0,0,2,1,2,0,3,5,0,0
1983,Master,Married,35876.0,0,0,3178,13,66,2,40,4,3,14,1,3,1,3,6,0,0
1957,Graduation,Married,23539.0,0,0,3229,13,4,24,11,16,1,25,1,2,0,4,6,0,0
1967,Master,Single,32557.0,1,0,3233,13,34,3,29,0,4,10,3,2,1,3,5,1,0
1970,2n Cycle,Married,62466.0,0,1,3273,13,129,129,259,168,121,83,5,6,3,12,4,0,0
1970,2n Cycle,Married,62466.0,0,1,3273,13,129,129,259,168,121,83,5,6,3,12,4,0,0
1966,Graduation,Married,54198.0,1,1,3302,13,185,0,28,3,2,17,6,3,1,6,4,0,0
1978,PhD,Married,82170.0,0,0,3324,13,1023,93,651,49,55,37,1,5,6,7,2,0,0
1964,PhD,Single,61798.0,0,0,3326,13,338,4,89,11,8,13,1,4,2,9,4,0,0
1992,Basic,Single,15253.0,1,0,3352,13,1,3,3,8,1,13,2,1,0,3,7,0,0
1988,Master,Married,78285.0,0,0,3352,13,647,107,391,175,67,40,1,6,4,10,3,0,0
1955,Graduation,Single,62535.0,0,1,3584,13,163,48,90,0,45,52,1,3,2,8,3,0,0
1973,Basic,Together,27190.0,1,0,3426,13,1,6,7,0,1,3,1,1,0,2,8,1,0
1968,2n Cycle,Married,48985.0,0,1,3526,13,19,13,18,10,7,8,1,1,1,3,3,0,0
1970,Graduation,Married,72940.0,0,0,3483,13,182,74,298,162,149,116,1,3,3,6,1,0,0
1985,2n Cycle,Married,36145.0,1,0,3486,13,56,4,76,17,1,18,4,4,1,3,9,1,0
1977,Graduation,Together,157146.0,0,0,3534,13,1,0,1725,2,1,1,0,0,28,0,1,0,0
1960,Master,Married,81843.0,0,0,3541,13,779,86,537,34,69,138,1,5,9,12,3,0,0
1988,Graduation,Together,41883.0,1,0,3575,13,32,34,41,73,16,116,3,4,2,3,7,0,0
1964,PhD,Married,45759.0,1,1,3599,13,42,1,18,3,0,4,2,2,0,3,7,0,0
1964,PhD,Married,45759.0,1,1,3599,13,42,1,18,3,0,4,2,2,0,3,7,0,0
1986,Graduation,Together,78394.0,0,0,3607,13,298,27,697,216,24,166,1,4,6,5,2,1,0
1989,Graduation,Single,30279.0,1,0,3654,13,10,4,14,4,4,1,1,1,0,3,8,0,0
1989,Graduation,Single,30279.0,1,0,3654,13,10,4,14,4,4,1,1,1,0,3,8,0,0
1970,Graduation,Widow,31880.0,1,0,3714,13,4,1,5,2,0,3,1,1,0,2,8,0,0
1973,Graduation,Widow,60208.0,1,1,3827,13,488,23,71,15,0,59,11,8,3,7,7,1,0
1983,Graduation,Together,78687.0,0,0,3767,13,817,185,687,145,55,241,1,4,6,8,2,1,0
1973,PhD,Married,37401.0,1,0,3132,14,19,3,19,3,1,3,2,2,0,3,7,0,0
1973,PhD,Married,37401.0,1,0,3132,14,19,3,19,3,1,3,2,2,0,3,7,0,0
1954,Graduation,Together,75315.0,0,1,3183,14,459,15,171,142,23,31,2,5,4,12,2,0,0
1965,Graduation,Single,69263.0,0,1,3165,14,492,5,32,13,5,21,1,9,1,7,6,0,0
1946,Graduation,Married,78569.0,0,0,3238,14,558,79,622,207,175,95,1,4,6,4,1,1,0
1966,PhD,Married,57705.0,0,1,2983,14,383,0,53,6,4,40,3,8,1,6,6,0,0
1955,2n Cycle,Together,74805.0,0,1,3491,14,209,162,209,41,162,37,5,4,7,10,2,0,0
1961,PhD,Together,66426.0,0,1,3612,14,1043,24,97,32,24,157,2,3,5,10,6,0,0
1949,Master,Widow,51529.0,0,1,3463,14,400,4,35,6,0,22,2,9,1,5,8,0,0
1946,Graduation,Married,18100.0,0,0,3494,14,3,1,2,4,3,1,1,0,0,3,5,0,0
1977,2n Cycle,Divorced,59601.0,0,1,3447,14,691,7,69,0,7,23,4,2,2,7,8,0,0
1977,2n Cycle,Together,20981.0,0,0,3533,14,2,12,10,6,13,30,1,3,1,2,8,1,0
1976,Graduation,Married,74068.0,0,0,3575,14,783,30,537,140,76,15,1,4,10,9,2,0,0
1983,Graduation,Married,36790.0,0,0,3650,14,3,3,14,15,21,10,1,2,1,2,9,1,0
1971,Graduation,Married,18793.0,1,0,3318,14,4,16,20,0,17,20,3,2,0,4,8,0,0
1954,Graduation,Widow,27421.0,0,0,3672,14,43,12,96,78,40,55,3,4,1,6,7,0,0
1972,Graduation,Married,30675.0,1,0,3673,14,10,2,16,11,2,21,1,1,0,3,8,0,0
1974,Graduation,Together,83145.0,0,0,3753,14,777,35,731,39,137,114,1,5,9,11,2,1,0
1968,Master,Together,34053.0,0,1,3736,14,63,0,21,7,0,12,1,3,0,3,8,0,0
1983,Master,Single,31788.0,1,0,3209,15,16,7,23,0,8,6,3,3,0,4,5,0,1
1974,2n Cycle,Married,45894.0,0,2,3230,15,27,2,7,0,2,13,1,1,0,3,5,0,0
1978,Graduation,Divorced,41986.0,0,1,3043,15,27,5,8,8,3,12,3,3,0,4,4,0,0
1962,PhD,Married,42769.0,0,1,3309,15,71,0,13,3,1,0,2,1,1,4,4,0,0
1982,2n Cycle,Together,58582.0,0,1,3382,15,402,35,106,101,77,42,2,9,2,9,5,0,0
1964,Graduation,Married,49096.0,1,1,3386,15,144,1,32,2,1,7,4,4,1,4,7,0,0
1980,PhD,Single,76412.0,0,0,3528,15,840,53,804,23,71,17,1,5,4,8,3,1,0
1990,Graduation,Married,18929.0,0,0,3606,15,32,0,8,23,4,18,1,1,0,4,6,0,0
1990,Graduation,Married,18929.0,0,0,3606,15,32,0,8,23,4,18,1,1,0,4,6,0,0
1990,Graduation,Married,18929.0,0,0,3606,15,32,0,8,23,4,18,1,1,0,4,6,0,0
1986,Master,Single,21888.0,1,0,3655,15,88,10,46,2,3,64,4,5,1,2,10,1,0
1978,Graduation,Together,41580.0,1,1,3733,15,56,5,24,4,0,3,3,2,1,3,5,0,0
1979,PhD,Married,31605.0,1,0,3692,15,74,0,42,2,1,6,2,2,1,4,7,0,0
1974,PhD,Divorced,25509.0,1,0,3757,15,40,3,30,10,7,11,3,3,0,3,9,1,0
1974,PhD,Divorced,25509.0,1,0,3757,15,40,3,30,10,7,11,3,3,0,3,9,1,0
1959,Master,Widow,33051.0,0,0,3790,15,100,71,243,108,94,219,3,9,1,8,9,1,0
1966,PhD,Together,28764.0,1,1,3162,16,8,0,3,0,0,1,1,1,0,2,8,0,0
1983,2n Cycle,Married,32146.0,1,0,2949,16,26,3,23,4,7,3,2,2,0,4,6,0,0
1983,Graduation,Single,22148.0,0,0,3185,16,15,5,14,0,4,11,1,1,0,3,7,0,0
1979,Graduation,Married,36781.0,1,0,3011,16,29,1,17,0,3,13,1,2,1,2,8,1,0
1960,Master,Married,54197.0,0,1,3225,16,162,6,37,6,13,13,2,1,3,6,1,0,0
1970,Graduation,Single,93790.0,0,0,2952,16,1302,68,731,89,114,45,0,6,7,12,2,1,0
1972,Graduation,Single,24762.0,1,0,3013,16,6,10,12,3,15,40,3,3,1,2,8,1,0
1984,Master,Married,30477.0,1,0,3266,16,47,1,6,0,0,12,1,1,1,3,6,0,0
1975,2n Cycle,Divorced,11448.0,0,0,3304,16,0,0,0,6,2,6,1,1,0,2,6,0,0
1967,Graduation,Divorced,70844.0,1,1,3350,16,129,26,67,3,67,2,5,6,1,5,7,0,0
1980,Graduation,Single,30828.0,1,0,3553,16,16,11,15,2,0,12,2,1,1,4,3,0,0
1967,Master,Together,62513.0,0,1,3401,16,520,42,98,0,42,14,2,6,4,10,6,0,0
1981,2n Cycle,Married,27733.0,1,0,3415,16,0,7,5,26,2,17,2,2,0,3,7,0,0
1973,PhD,Together,39435.0,1,0,3494,16,71,0,18,0,0,13,1,3,1,2,7,0,0
1970,Master,Single,75345.0,0,0,3620,16,918,57,842,99,38,133,1,5,8,6,3,1,0
1986,2n Cycle,Together,20491.0,0,0,3628,16,5,4,5,4,2,10,1,0,1,2,7,0,0
1971,Graduation,Married,36715.0,1,0,3697,16,172,10,125,21,13,16,6,7,2,4,9,1,0
1959,Graduation,Together,71706.0,0,1,3701,16,931,56,253,91,98,14,4,9,5,7,5,0,0
1966,PhD,Married,69063.0,0,1,3826,16,666,35,124,69,8,26,1,5,3,5,3,0,0
1988,Graduation,Married,24645.0,1,0,4008,16,5,3,4,4,1,0,1,1,0,2,8,0,0
1975,Graduation,Married,35797.0,0,1,3729,16,27,1,14,4,1,21,2,2,0,3,8,0,0
1969,Graduation,Married,44078.0,1,1,3118,17,24,1,10,2,0,4,2,2,0,3,5,0,0
1971,Graduation,Single,26954.0,1,0,3071,17,4,1,11,0,0,1,1,1,0,2,7,0,0
1972,PhD,Together,38887.0,1,0,3254,17,25,1,13,0,0,3,1,1,0,3,7,0,0
1974,2n Cycle,Married,65463.0,1,0,3258,17,391,32,70,21,32,16,2,6,2,9,5,0,0
1959,PhD,Together,53537.0,1,1,3258,17,81,0,6,0,0,6,2,2,1,3,5,0,0
1971,Master,Single,36230.0,1,0,3363,17,14,2,30,8,2,3,1,2,0,4,5,0,0
1950,Graduation,Married,80763.0,0,0,3426,17,674,168,108,192,42,231,1,5,11,6,3,1,0
1971,PhD,Married,60585.0,1,1,3478,17,267,42,309,55,42,21,10,7,4,9,5,1,0
1974,Graduation,Single,49166.0,0,1,3489,17,224,2,25,7,0,110,2,5,3,3,6,0,0
1955,PhD,Together,75261.0,0,0,3540,17,1239,17,413,23,34,17,1,5,6,5,2,1,0
1991,Graduation,Together,89891.0,0,0,3548,17,412,22,132,59,28,183,1,11,6,8,4,0,0
1962,Master,Married,72828.0,0,1,3608,17,1205,0,235,19,14,205,6,6,3,13,7,0,0
1952,Graduation,Together,75278.0,0,0,3624,17,304,98,230,150,74,74,1,6,3,13,3,0,0
1978,Graduation,Single,38557.0,1,0,3665,17,76,3,31,4,4,27,2,3,1,3,7,0,0
1963,PhD,Married,81300.0,0,1,3715,17,1004,12,145,32,12,36,3,10,3,5,5,1,0
1965,2n Cycle,Divorced,60161.0,0,1,3722,17,584,44,212,46,8,177,3,11,4,8,8,0,0
1977,PhD,Married,69389.0,0,1,3747,17,422,7,238,69,46,15,1,7,2,12,4,0,0
1954,Graduation,Divorced,64497.0,0,1,3736,17,1170,48,320,42,32,192,5,11,4,9,8,1,0
1980,Graduation,Married,61014.0,0,1,3706,17,269,129,495,182,43,29,4,9,3,4,7,0,0
1975,Master,Married,44319.0,1,1,3181,18,26,0,8,0,0,3,2,2,0,3,5,0,0
1957,2n Cycle,Married,53233.0,0,1,3211,18,28,0,9,3,0,0,1,1,0,3,4,0,0
1954,Graduation,Together,77972.0,0,0,3211,18,613,22,319,33,102,12,1,4,6,9,1,0,0
1987,Graduation,Divorced,81361.0,0,0,3232,18,163,23,424,27,65,76,1,3,10,13,1,0,0
1987,Graduation,Divorced,81361.0,0,0,3232,18,163,23,424,27,65,76,1,3,10,13,1,1,0
1984,Basic,Single,25707.0,1,0,3270,18,1,6,2,3,6,3,1,1,0,3,7,0,0
1971,PhD,Married,42403.0,1,0,3337,18,22,1,11,0,5,3,1,1,0,3,8,0,0
1972,2n Cycle,Single,65704.0,0,0,3367,18,279,172,74,38,8,246,1,2,10,10,1,0,0
1980,Graduation,Married,37406.0,1,0,3370,18,2,0,8,2,2,3,1,1,0,2,8,1,0
1951,Master,Together,39767.0,0,0,3451,18,113,61,204,34,26,47,2,7,1,7,8,0,0
1979,2n Cycle,Married,54210.0,0,1,3513,18,70,54,109,80,9,45,2,4,1,7,5,0,0
1967,Graduation,Divorced,57136.0,0,0,3515,18,267,140,599,34,12,127,1,7,5,7,6,1,0
1975,Graduation,Married,40794.0,0,1,3468,18,261,23,73,4,23,50,2,6,3,5,7,0,0
1965,Graduation,Together,83003.0,0,0,3591,18,856,61,570,40,25,122,1,7,6,8,3,1,0
1960,Master,Married,89058.0,0,0,3825,18,454,194,106,31,22,43,1,5,4,4,2,0,0
1991,2n Cycle,Together,20193.0,0,0,3686,18,8,8,22,24,11,9,1,1,1,4,4,0,0
1974,Graduation,Married,72099.0,0,0,3718,18,546,91,410,119,0,22,1,3,4,10,1,0,0
1971,Graduation,Married,43824.0,1,1,3760,18,96,1,42,12,3,32,4,3,1,4,8,0,0
1975,Graduation,Together,66653.0,1,1,3828,18,452,18,102,16,18,6,4,4,2,12,3,0,0
1978,Graduation,Married,44359.0,1,1,3120,19,20,0,14,7,3,1,3,2,0,4,3,0,0
1961,Graduation,Married,79410.0,0,0,3139,19,658,80,483,123,13,13,1,3,2,5,1,0,0
1977,Master,Married,55842.0,0,1,3145,19,451,0,39,0,4,24,1,7,1,8,5,0,0
1966,Graduation,Widow,79946.0,0,0,2949,19,395,183,565,166,141,28,1,5,11,5,3,0,0
1979,2n Cycle,Single,88194.0,0,1,3210,19,688,14,309,201,24,38,1,11,10,10,5,1,0
1944,Master,Married,80184.0,0,0,3285,19,1035,134,670,25,38,0,1,6,3,10,3,0,0
1967,Graduation,Divorced,76982.0,0,0,3242,19,464,151,292,65,60,30,1,8,3,4,4,1,0
1980,PhD,Single,65295.0,0,0,3296,19,365,32,117,34,110,6,1,3,3,13,2,0,0
1973,Graduation,Together,57100.0,0,0,3551,19,181,21,69,39,3,96,1,3,3,6,3,0,0
1981,Graduation,Married,29009.0,1,0,3320,19,6,6,15,10,5,2,2,2,0,3,6,0,0
1971,PhD,Married,78931.0,0,0,3355,19,331,197,170,58,152,35,1,2,8,13,1,0,0
1975,Master,Married,7500.0,1,0,3612,19,3,1,10,3,2,12,3,2,0,3,5,0,0
1976,Graduation,Married,56939.0,0,1,3392,19,256,34,103,90,29,49,2,3,3,10,3,0,0
1990,Graduation,Single,64509.0,0,0,3424,19,836,185,575,24,25,77,1,6,3,9,4,1,0
1990,Graduation,Married,30093.0,0,0,3434,19,2,6,28,13,4,16,1,2,0,3,7,0,0
1974,PhD,Together,30351.0,1,0,3496,19,14,0,24,3,3,2,1,3,0,2,9,1,0
1974,PhD,Together,30351.0,1,0,3496,19,14,0,24,3,3,2,1,3,0,2,9,0,0
1960,PhD,Together,38201.0,0,1,3565,19,233,0,23,0,0,12,4,5,1,5,8,0,0
1980,PhD,Married,43974.0,1,0,3672,19,378,0,101,0,0,72,5,6,4,6,7,0,0
1970,Graduation,Together,38200.0,1,1,3825,19,12,0,4,0,0,1,1,1,0,2,7,0,0
1960,2n Cycle,Divorced,87305.0,0,0,3752,19,345,25,501,63,138,80,1,5,3,8,2,1,0
1961,Graduation,Married,16860.0,1,1,3675,19,10,4,4,3,3,14,3,1,1,3,7,0,0
1972,PhD,Single,27213.0,1,0,3776,19,19,3,26,10,9,3,3,2,0,4,8,1,0
1976,Graduation,Married,7500.0,1,0,4011,19,7,0,12,13,7,32,5,4,1,2,9,1,0
1965,Graduation,Divorced,4861.0,0,0,3115,20,2,1,1,1,0,1,0,0,0,0,14,0,0
1971,Master,Married,38196.0,1,1,3180,20,30,0,11,0,0,3,3,2,0,4,5,0,0
1950,PhD,Married,41145.0,1,1,3074,20,9,0,3,0,0,1,1,0,0,3,3,0,0
1982,PhD,Single,38513.0,1,0,3260,20,172,3,115,16,0,18,5,6,1,5,8,1,0
1968,Graduation,Married,45688.0,0,1,3263,20,279,0,18,0,0,9,2,3,1,8,4,0,0
1958,PhD,Together,77863.0,0,0,3322,20,881,38,319,16,25,12,1,4,5,10,2,0,0
1969,Master,Married,42169.0,1,1,3361,20,19,0,9,0,0,2,2,1,0,3,8,0,0
1964,Graduation,Single,45906.0,0,1,3467,20,305,3,27,4,3,144,2,5,4,4,5,0,0
1988,2n Cycle,Divorced,35388.0,1,0,3469,20,6,4,7,4,3,8,1,1,0,3,7,0,0
1969,Graduation,Married,80952.0,0,0,3594,20,778,178,689,41,27,44,1,8,5,11,8,1,0
1954,Graduation,Together,39898.0,0,1,3317,20,69,8,26,12,7,12,2,3,0,4,7,0,0
1954,Graduation,Together,39898.0,0,1,3317,20,69,8,26,12,7,12,2,3,0,4,7,0,0
1973,Master,Divorced,44051.0,1,1,3624,20,79,7,58,6,3,18,4,3,1,4,6,1,0
1954,Graduation,Married,86718.0,0,0,3636,20,344,189,482,50,33,172,1,5,6,5,2,0,0
1986,Master,Married,80141.0,0,0,3348,20,1184,102,673,52,40,40,1,7,4,10,6,1,0
1976,Graduation,Married,58597.0,1,1,3694,20,490,0,184,10,28,21,12,7,4,9,7,0,0
1945,PhD,Married,70356.0,0,0,3887,20,1349,16,249,43,16,33,2,10,6,9,6,0,0
1967,Graduation,Single,46904.0,1,1,3948,20,153,4,56,0,9,31,4,5,1,4,8,0,0
1946,Graduation,Together,37760.0,0,0,3775,20,84,5,38,150,12,28,2,4,1,6,7,0,0
1946,Graduation,Together,37760.0,0,0,3775,20,84,5,38,150,12,28,2,4,1,6,7,0,0
1964,Graduation,Single,61839.0,0,0,3676,20,1000,155,379,224,17,120,1,4,8,4,8,0,0
1972,PhD,Married,29791.0,1,0,3153,21,14,0,6,0,0,0,2,2,0,3,5,0,0
1963,PhD,Single,48918.0,1,1,2950,21,52,0,9,0,0,1,2,1,0,4,4,0,0
1963,PhD,Single,48918.0,1,1,2950,21,52,0,9,0,0,1,2,1,0,4,4,0,0
1965,Graduation,Married,58692.0,0,1,3133,21,301,11,61,4,7,11,1,8,2,4,7,0,0
1976,Graduation,Married,39356.0,1,1,3210,21,15,0,2,0,0,6,1,1,0,2,6,0,0
1972,Master,Married,76234.0,0,1,3135,21,519,50,167,130,0,41,1,8,3,11,3,0,0
1984,Graduation,Married,55434.0,1,0,3523,21,238,115,215,169,69,76,3,5,3,13,4,0,0
1946,Master,Married,66835.0,0,0,3382,21,620,26,195,34,17,141,1,6,4,13,2,0,0
1946,Master,Married,66835.0,0,0,3382,21,620,26,195,34,17,141,1,6,4,13,2,0,0
1951,Graduation,Married,71965.0,0,1,3443,21,572,19,286,50,38,248,3,6,3,5,3,0,0
1971,Graduation,Together,74538.0,0,0,3473,21,380,98,733,110,112,28,1,8,8,5,3,1,0
1954,Graduation,Divorced,50002.0,0,1,3485,21,443,5,71,21,16,82,2,8,2,7,7,0,0
1958,Graduation,Together,53977.0,0,1,3435,21,620,16,165,0,24,82,5,5,5,12,5,0,0
1958,Graduation,Together,53977.0,0,1,3435,21,620,16,165,0,24,82,5,5,5,12,5,0,0
1971,Graduation,Together,69930.0,0,0,3507,21,252,98,827,219,70,196,1,4,5,12,3,0,0
1967,PhD,Together,62981.0,0,0,3577,21,796,14,590,38,44,0,1,4,5,13,3,0,0
1974,Master,Together,46014.0,1,1,3632,21,410,0,59,19,9,44,10,7,1,8,7,0,0
1987,Graduation,Together,18227.0,1,0,3795,21,1,2,7,4,3,11,1,0,1,2,8,0,0
1976,Graduation,Married,65991.0,0,1,3828,21,507,19,364,25,47,9,3,9,5,10,7,0,0
1972,Graduation,Single,38808.0,1,0,3780,21,125,17,52,3,19,30,4,5,1,4,8,1,0
1982,PhD,Married,160803.0,0,0,3920,21,55,16,1622,17,3,4,15,0,28,1,0,0,0
1978,Master,Married,43783.0,1,0,3139,22,327,9,125,25,4,139,6,7,1,8,7,0,0
1969,PhD,Married,30396.0,1,0,3168,22,15,0,6,0,1,12,2,1,1,2,7,1,0
1964,PhD,Married,65526.0,0,1,2980,22,397,19,69,12,0,9,1,4,4,8,2,0,0
1964,PhD,Married,65526.0,0,1,2980,22,397,19,69,12,0,9,1,4,4,8,2,0,0
1944,Graduation,Married,55956.0,0,0,3103,22,760,38,104,50,9,38,2,7,3,4,4,0,0
1978,Graduation,Divorced,55563.0,0,1,3164,22,29,1,9,2,0,2,1,2,0,3,3,0,0
1965,PhD,Married,57236.0,1,1,2951,22,105,0,9,2,1,4,3,2,1,4,3,0,0
1973,Graduation,Divorced,89694.0,1,1,3400,22,1126,28,211,37,28,42,3,4,3,4,5,0,0
1971,Master,Together,57420.0,0,1,3477,22,280,0,18,0,0,24,3,5,1,6,7,0,0
1972,Graduation,Married,33622.0,1,1,3550,22,39,1,22,3,4,12,3,2,0,4,7,0,0
1986,PhD,Single,29999.0,1,0,3609,22,68,7,59,10,5,11,4,3,1,4,8,0,0
1962,PhD,Together,31497.0,0,1,3855,22,108,1,28,13,1,4,2,3,1,4,8,0,0
1962,PhD,Together,31497.0,0,1,3855,22,108,1,28,13,1,4,2,3,1,4,8,0,0
1980,PhD,Single,36802.0,1,0,3121,23,16,1,2,0,0,1,1,1,0,3,5,0,0
1968,Graduation,Divorced,61671.0,0,1,3223,23,641,7,56,0,0,28,8,10,4,6,8,0,0
1971,PhD,Together,29732.0,1,0,3204,23,25,0,8,0,1,4,1,2,0,2,9,0,0
1986,PhD,Married,45921.0,0,0,3012,23,102,9,49,24,3,12,1,2,1,6,4,0,0
1984,Graduation,Together,16529.0,1,0,3285,23,3,0,5,13,0,1,1,1,0,3,6,0,0
1960,Master,Single,98777.0,0,0,3240,23,1000,19,711,125,115,38,0,4,6,9,1,0,0
1960,Master,Single,98777.0,0,0,3240,23,1000,19,711,125,115,38,0,4,6,9,1,0,0
1952,Master,Married,77027.0,0,1,3166,23,820,57,242,45,0,11,2,8,3,6,4,0,0
1965,Graduation,Married,69139.0,0,1,3261,23,86,12,75,33,15,6,1,4,1,5,4,0,0
1965,Graduation,Married,69139.0,0,1,3261,23,86,12,75,33,15,6,1,4,1,5,4,0,0
1982,Graduation,Married,65169.0,0,0,3274,23,1074,0,69,0,0,46,1,10,4,13,6,1,0
1952,Graduation,Widow,40049.0,0,1,3364,23,13,6,7,0,3,3,1,1,0,3,6,0,0
1945,Graduation,Married,69755.0,0,0,3612,23,217,77,373,111,23,93,1,3,6,12,1,0,0
1961,PhD,Married,54456.0,0,1,3342,23,352,0,27,10,0,15,3,6,1,7,6,0,0
1951,Graduation,Single,60689.0,0,1,3647,23,240,90,216,63,6,24,4,4,4,10,3,0,0
1978,Basic,Single,26487.0,1,0,3513,23,2,8,10,12,14,23,3,2,1,3,5,0,0
1970,Graduation,Married,28164.0,1,0,3558,23,3,18,26,11,8,12,3,2,0,4,7,0,0
1970,Graduation,Single,22585.0,0,0,3576,23,3,9,15,13,2,39,1,1,1,2,9,1,0
1971,Graduation,Married,64795.0,0,1,3636,23,412,5,119,38,29,77,3,3,3,12,2,0,0
1987,PhD,Single,42000.0,0,0,3379,23,124,83,267,85,59,35,2,5,2,11,5,1,0
1987,PhD,Single,42000.0,0,0,3379,23,124,83,267,85,59,35,2,5,2,11,5,1,0
1966,Graduation,Together,70713.0,0,1,3947,23,736,114,279,82,76,190,6,5,6,8,3,0,0
1946,PhD,Single,82800.0,0,0,3690,23,1006,22,115,59,68,45,1,7,6,12,3,1,0
1946,PhD,Single,82800.0,0,0,3690,23,1006,22,115,59,68,45,1,7,6,12,3,1,0
1975,Basic,Married,30801.0,0,1,3719,23,8,4,5,15,2,11,2,1,0,3,7,0,0
1974,Master,Married,83891.0,0,1,3117,24,217,38,350,111,85,15,1,4,7,10,1,0,0
1950,Master,Divorced,38054.0,1,1,3283,24,23,2,17,2,1,0,2,2,0,3,7,0,0
1969,Graduation,Married,14045.0,1,0,3262,24,11,0,5,2,1,1,1,1,0,3,7,0,0
1957,PhD,Married,44155.0,1,1,3269,24,22,1,9,0,0,14,1,1,1,2,4,0,0
1970,PhD,Single,57642.0,0,1,3044,24,580,6,58,8,0,27,3,7,6,6,4,0,0
1977,Graduation,Married,31353.0,1,1,3290,24,10,0,10,3,1,7,2,1,1,2,8,0,0
1977,Graduation,Married,31353.0,1,1,3290,24,10,0,10,3,1,7,2,1,1,2,8,1,0
1968,Master,Divorced,41335.0,1,0,3293,24,112,19,21,16,14,5,3,4,1,4,7,0,0
1968,Master,Divorced,41335.0,1,0,3293,24,112,19,21,16,14,5,3,4,1,4,7,0,0
1957,PhD,Single,40737.0,2,1,3429,24,11,0,4,0,0,2,1,1,0,2,8,0,0
1975,2n Cycle,Together,19789.0,1,0,3329,24,2,5,9,28,6,28,3,2,1,3,5,0,0
